Indicator,Group,State,Time Period Label,Percentage,Confidence Interval
Symptoms of Anxiety Disorder,By State,Arkansas,"Feb 17 - Mar 1, 2021",33.7,28.2 - 39.5
Symptoms of Anxiety Disorder,By State,California,"Feb 17 - Mar 1, 2021",35.9,33.1 - 38.8
Symptoms of Anxiety Disorder,By State,Colorado,"Feb 17 - Mar 1, 2021",31.8,28.9 - 34.9
Symptoms of Anxiety Disorder,By State,Connecticut,"Feb 17 - Mar 1, 2021",35.8,31.8 - 39.9
Symptoms of Anxiety Disorder,By State,Delaware,"Feb 17 - Mar 1, 2021",30.3,24.7 - 36.4
Symptoms of Anxiety Disorder,By State,District of Columbia,"Feb 17 - Mar 1, 2021",34.5,28.4 - 40.9
Symptoms of Anxiety Disorder,By State,Florida,"Feb 17 - Mar 1, 2021",32.2,28.8 - 35.7
Symptoms of Anxiety Disorder,By State,Georgia,"Feb 17 - Mar 1, 2021",34.7,29.7 - 40.0
Symptoms of Anxiety Disorder,By State,Hawaii,"Feb 17 - Mar 1, 2021",31.9,26.3 - 37.9
Symptoms of Anxiety Disorder,By State,Idaho,"Feb 17 - Mar 1, 2021",30.2,26.0 - 34.7
Symptoms of Anxiety Disorder,By State,Illinois,"Feb 17 - Mar 1, 2021",34.2,30.8 - 37.8
Symptoms of Anxiety Disorder,By State,Indiana,"Feb 17 - Mar 1, 2021",33.9,29.3 - 38.6
Symptoms of Anxiety Disorder,By State,Iowa,"Feb 17 - Mar 1, 2021",29.1,25.7 - 32.7
Symptoms of Anxiety Disorder,By State,Kansas,"Feb 17 - Mar 1, 2021",27.6,23.5 - 32.0
Symptoms of Anxiety Disorder,By State,Kentucky,"Feb 17 - Mar 1, 2021",40.1,34.1 - 46.3
Symptoms of Anxiety Disorder,By State,Louisiana,"Feb 17 - Mar 1, 2021",39.0,33.4 - 44.8
Symptoms of Anxiety Disorder,By State,Maine,"Feb 17 - Mar 1, 2021",33.4,28.7 - 38.4
Symptoms of Anxiety Disorder,By State,Maryland,"Feb 17 - Mar 1, 2021",32.3,28.5 - 36.3
Symptoms of Anxiety Disorder,By State,Massachusetts,"Feb 17 - Mar 1, 2021",33.4,29.9 - 37.1
Symptoms of Anxiety Disorder,By State,Michigan,"Feb 17 - Mar 1, 2021",32.7,28.5 - 37.1
Symptoms of Anxiety Disorder,By State,Minnesota,"Feb 17 - Mar 1, 2021",25.0,22.1 - 28.1
Symptoms of Anxiety Disorder,By State,Mississippi,"Feb 17 - Mar 1, 2021",40.5,31.6 - 49.9
Symptoms of Anxiety Disorder,By State,Missouri,"Feb 17 - Mar 1, 2021",34.4,29.6 - 39.5
Symptoms of Anxiety Disorder,By State,Montana,"Feb 17 - Mar 1, 2021",25.2,20.6 - 30.2
Symptoms of Anxiety Disorder,By State,Nebraska,"Feb 17 - Mar 1, 2021",21.4,18.3 - 24.8
Symptoms of Anxiety Disorder,By State,Nevada,"Feb 17 - Mar 1, 2021",40.9,36.0 - 46.0
Symptoms of Anxiety Disorder,By State,New Hampshire,"Feb 17 - Mar 1, 2021",26.6,22.4 - 31.2
Symptoms of Anxiety Disorder,By State,New Jersey,"Feb 17 - Mar 1, 2021",33.1,29.4 - 37.1
Symptoms of Anxiety Disorder,By State,New Mexico,"Feb 17 - Mar 1, 2021",33.5,29.9 - 37.4
Symptoms of Anxiety Disorder,By State,New York,"Feb 17 - Mar 1, 2021",32.7,28.2 - 37.5
Symptoms of Anxiety Disorder,By State,North Carolina,"Feb 17 - Mar 1, 2021",33.0,27.5 - 38.9
Symptoms of Anxiety Disorder,By State,North Dakota,"Feb 17 - Mar 1, 2021",25.3,20.1 - 31.1
Symptoms of Anxiety Disorder,By State,Ohio,"Feb 17 - Mar 1, 2021",33.7,28.2 - 39.5
Symptoms of Anxiety Disorder,By State,Oklahoma,"Feb 17 - Mar 1, 2021",36.1,31.6 - 40.7
Symptoms of Anxiety Disorder,By State,Oregon,"Feb 17 - Mar 1, 2021",35.5,32.0 - 39.2
Symptoms of Anxiety Disorder,By State,Pennsylvania,"Feb 17 - Mar 1, 2021",32.6,27.9 - 37.5
Symptoms of Anxiety Disorder,By State,Rhode Island,"Feb 17 - Mar 1, 2021",32.8,26.8 - 39.2
Symptoms of Anxiety Disorder,By State,South Carolina,"Feb 17 - Mar 1, 2021",27.9,23.2 - 32.9
Symptoms of Anxiety Disorder,By State,South Dakota,"Feb 17 - Mar 1, 2021",26.8,21.3 - 33.1
Symptoms of Anxiety Disorder,By State,Tennessee,"Feb 17 - Mar 1, 2021",37.6,33.3 - 42.0
Symptoms of Anxiety Disorder,By State,Texas,"Feb 17 - Mar 1, 2021",34.8,31.5 - 38.1
Symptoms of Anxiety Disorder,By State,Utah,"Feb 17 - Mar 1, 2021",32.4,29.5 - 35.3
Symptoms of Anxiety Disorder,By State,Vermont,"Feb 17 - Mar 1, 2021",29.0,23.8 - 34.5
Symptoms of Anxiety Disorder,By State,Virginia,"Feb 17 - Mar 1, 2021",31.9,27.6 - 36.3
Symptoms of Anxiety Disorder,By State,Washington,"Feb 17 - Mar 1, 2021",34.2,30.7 - 37.9
Symptoms of Anxiety Disorder,By State,West Virginia,"Feb 17 - Mar 1, 2021",33.3,27.8 - 39.2
Symptoms of Anxiety Disorder,By State,Wisconsin,"Feb 17 - Mar 1, 2021",26.4,22.4 - 30.6
Symptoms of Anxiety Disorder,By State,Wyoming,"Feb 17 - Mar 1, 2021",33.2,27.1 - 39.8
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"Feb 17 - Mar 1, 2021",38.9,38.1 - 39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"Feb 17 - Mar 1, 2021",36.5,31.0 - 42.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"Feb 17 - Mar 1, 2021",35.6,31.7 - 39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"Feb 17 - Mar 1, 2021",38.9,35.2 - 42.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"Feb 17 - Mar 1, 2021",39.7,34.1 - 45.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"Feb 17 - Mar 1, 2021",41.5,38.5 - 44.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"Feb 17 - Mar 1, 2021",37.6,34.4 - 41.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"Feb 17 - Mar 1, 2021",40.6,36.5 - 44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"Feb 17 - Mar 1, 2021",33.7,28.5 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"Feb 17 - Mar 1, 2021",36.4,30.5 - 42.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"Feb 17 - Mar 1, 2021",38.5,34.7 - 42.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"Feb 17 - Mar 1, 2021",40.7,35.8 - 45.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"Feb 17 - Mar 1, 2021",34.6,29.0 - 40.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"Feb 17 - Mar 1, 2021",35.9,31.8 - 40.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"Feb 17 - Mar 1, 2021",38.2,34.7 - 41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"Feb 17 - Mar 1, 2021",38.8,34.4 - 43.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"Feb 17 - Mar 1, 2021",34.3,31.0 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"Feb 17 - Mar 1, 2021",31.5,27.6 - 35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"Feb 17 - Mar 1, 2021",45.9,40.4 - 51.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"Feb 17 - Mar 1, 2021",42.5,37.0 - 48.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"Feb 17 - Mar 1, 2021",36.8,31.8 - 42.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"Feb 17 - Mar 1, 2021",36.8,33.1 - 40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"Feb 17 - Mar 1, 2021",39.7,36.1 - 43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,"Feb 17 - Mar 1, 2021",38.3,33.6 - 43.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,"Feb 17 - Mar 1, 2021",27.8,25.0 - 30.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,"Feb 17 - Mar 1, 2021",45.8,37.0 - 54.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,"Feb 17 - Mar 1, 2021",37.8,32.7 - 43.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,"Feb 17 - Mar 1, 2021",31.1,25.0 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,"Feb 17 - Mar 1, 2021",25.5,22.5 - 28.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,"Feb 17 - Mar 1, 2021",46.5,41.7 - 51.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,"Feb 17 - Mar 1, 2021",34.4,29.7 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,"Feb 17 - Mar 1, 2021",38.0,34.7 - 41.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,"Feb 17 - Mar 1, 2021",42.5,37.9 - 47.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,"Feb 17 - Mar 1, 2021",38.7,33.8 - 43.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,"Feb 17 - Mar 1, 2021",38.8,33.5 - 44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,"Feb 17 - Mar 1, 2021",30.1,24.6 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,"Feb 17 - Mar 1, 2021",38.3,33.1 - 43.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,"Feb 17 - Mar 1, 2021",42.2,37.2 - 47.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,"Feb 17 - Mar 1, 2021",41.2,37.4 - 45.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,"Feb 17 - Mar 1, 2021",38.3,32.9 - 43.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,"Feb 17 - Mar 1, 2021",38.5,32.2 - 45.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,"Feb 17 - Mar 1, 2021",36.6,31.3 - 42.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,"Feb 17 - Mar 1, 2021",31.3,25.4 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,"Feb 17 - Mar 1, 2021",43.5,38.8 - 48.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,"Feb 17 - Mar 1, 2021",40.9,37.6 - 44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,"Feb 17 - Mar 1, 2021",36.8,34.1 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,"Feb 17 - Mar 1, 2021",37.2,31.8 - 42.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,"Feb 17 - Mar 1, 2021",37.0,32.5 - 41.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,"Feb 17 - Mar 1, 2021",40.1,36.9 - 43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,"Feb 17 - Mar 1, 2021",39.1,32.9 - 45.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,"Feb 17 - Mar 1, 2021",30.4,26.4 - 34.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,"Feb 17 - Mar 1, 2021",38.1,31.8 - 44.6
Symptoms of Depressive Disorder,National Estimate,United States,"Mar 3 - Mar 15, 2021",26.4,25.8 - 27.0
Symptoms of Depressive Disorder,By State,Alabama,"Mar 3 - Mar 15, 2021",29.0,23.2 - 35.4
Symptoms of Depressive Disorder,By State,Alaska,"Mar 3 - Mar 15, 2021",24.5,21.7 - 27.5
Symptoms of Depressive Disorder,By State,Arizona,"Mar 3 - Mar 15, 2021",29.3,25.5 - 33.3
Symptoms of Depressive Disorder,By State,Arkansas,"Mar 3 - Mar 15, 2021",35.0,29.3 - 41.0
Symptoms of Depressive Disorder,By State,California,"Mar 3 - Mar 15, 2021",28.5,26.0 - 31.1
Symptoms of Depressive Disorder,By State,Colorado,"Mar 3 - Mar 15, 2021",27.0,23.0 - 31.3
Symptoms of Depressive Disorder,By State,Connecticut,"Mar 3 - Mar 15, 2021",21.6,18.0 - 25.7
Symptoms of Depressive Disorder,By State,Delaware,"Mar 3 - Mar 15, 2021",20.8,16.6 - 25.6
Symptoms of Depressive Disorder,By State,District of Columbia,"Mar 3 - Mar 15, 2021",25.9,21.0 - 31.3
Symptoms of Depressive Disorder,By State,Florida,"Mar 3 - Mar 15, 2021",28.1,24.4 - 32.0
Symptoms of Depressive Disorder,By State,Georgia,"Mar 3 - Mar 15, 2021",24.6,20.4 - 29.0
Symptoms of Depressive Disorder,By State,Hawaii,"Mar 3 - Mar 15, 2021",22.3,16.3 - 29.3
Symptoms of Depressive Disorder,By State,Idaho,"Mar 3 - Mar 15, 2021",21.6,18.3 - 25.2
Symptoms of Depressive Disorder,By State,Illinois,"Mar 3 - Mar 15, 2021",27.5,24.1 - 31.1
Symptoms of Depressive Disorder,By State,Indiana,"Mar 3 - Mar 15, 2021",24.9,21.2 - 29.0
Symptoms of Depressive Disorder,By State,Iowa,"Mar 3 - Mar 15, 2021",24.5,20.1 - 29.2
Symptoms of Depressive Disorder,By State,Kansas,"Mar 3 - Mar 15, 2021",27.2,22.7 - 32.0
Symptoms of Depressive Disorder,By State,Kentucky,"Mar 3 - Mar 15, 2021",30.5,26.4 - 34.9
Symptoms of Depressive Disorder,By State,Louisiana,"Mar 3 - Mar 15, 2021",31.9,26.5 - 37.7
Symptoms of Depressive Disorder,By State,Maine,"Mar 3 - Mar 15, 2021",28.3,22.0 - 35.2
Symptoms of Depressive Disorder,By State,Maryland,"Mar 3 - Mar 15, 2021",24.3,21.0 - 27.9
Symptoms of Depressive Disorder,By State,Massachusetts,"Mar 3 - Mar 15, 2021",24.1,20.4 - 28.1
Symptoms of Depressive Disorder,By State,Michigan,"Mar 3 - Mar 15, 2021",24.7,21.4 - 28.2
Symptoms of Depressive Disorder,By State,Minnesota,"Mar 3 - Mar 15, 2021",23.1,19.5 - 27.0
Symptoms of Depressive Disorder,By State,Mississippi,"Mar 3 - Mar 15, 2021",32.1,25.9 - 38.8
Symptoms of Depressive Disorder,By State,Missouri,"Mar 3 - Mar 15, 2021",26.2,22.0 - 30.6
Symptoms of Depressive Disorder,By State,Montana,"Mar 3 - Mar 15, 2021",21.5,16.6 - 27.1
Symptoms of Depressive Disorder,By State,Nebraska,"Mar 3 - Mar 15, 2021",22.9,19.1 - 27.2
Symptoms of Depressive Disorder,By State,Nevada,"Mar 3 - Mar 15, 2021",25.4,20.9 - 30.3
Symptoms of Depressive Disorder,By State,New Hampshire,"Mar 3 - Mar 15, 2021",21.7,18.6 - 25.0
Symptoms of Depressive Disorder,By State,New Jersey,"Mar 3 - Mar 15, 2021",24.9,21.4 - 28.6
Symptoms of Depressive Disorder,By State,New Mexico,"Mar 3 - Mar 15, 2021",27.6,23.7 - 31.7
Symptoms of Depressive Disorder,By State,New York,"Mar 3 - Mar 15, 2021",24.7,20.9 - 28.7
Symptoms of Depressive Disorder,By State,North Carolina,"Mar 3 - Mar 15, 2021",22.2,18.6 - 26.1
Symptoms of Depressive Disorder,By State,North Dakota,"Mar 3 - Mar 15, 2021",20.0,15.1 - 25.7
Symptoms of Depressive Disorder,By State,Ohio,"Mar 3 - Mar 15, 2021",30.6,26.3 - 35.1
Symptoms of Depressive Disorder,By State,Oklahoma,"Mar 3 - Mar 15, 2021",27.7,22.9 - 32.8
Symptoms of Depressive Disorder,By State,Oregon,"Mar 3 - Mar 15, 2021",31.3,28.6 - 34.1
Symptoms of Depressive Disorder,By State,Pennsylvania,"Mar 3 - Mar 15, 2021",28.9,25.1 - 33.0
Symptoms of Depressive Disorder,By State,Rhode Island,"Mar 3 - Mar 15, 2021",24.1,19.3 - 29.5
Symptoms of Depressive Disorder,By State,South Carolina,"Mar 3 - Mar 15, 2021",21.1,17.3 - 25.4
Symptoms of Depressive Disorder,By State,South Dakota,"Mar 3 - Mar 15, 2021",15.9,12.3 - 19.9
Symptoms of Depressive Disorder,By State,Tennessee,"Mar 3 - Mar 15, 2021",24.6,20.4 - 29.2
Symptoms of Depressive Disorder,By State,Texas,"Mar 3 - Mar 15, 2021",25.1,22.3 - 28.0
Symptoms of Depressive Disorder,By State,Utah,"Mar 3 - Mar 15, 2021",24.0,20.8 - 27.5
Symptoms of Depressive Disorder,By State,Vermont,"Mar 3 - Mar 15, 2021",20.1,15.5 - 25.2
Symptoms of Depressive Disorder,By State,Virginia,"Mar 3 - Mar 15, 2021",25.1,21.6 - 28.8
Symptoms of Depressive Disorder,By State,Washington,"Mar 3 - Mar 15, 2021",26.6,23.4 - 29.9
Symptoms of Depressive Disorder,By State,West Virginia,"Mar 3 - Mar 15, 2021",31.1,25.6 - 37.0
Symptoms of Depressive Disorder,By State,Wisconsin,"Mar 3 - Mar 15, 2021",22.2,18.4 - 26.3
Symptoms of Depressive Disorder,By State,Wyoming,"Mar 3 - Mar 15, 2021",26.4,22.1 - 31.0
Symptoms of Anxiety Disorder,National Estimate,United States,"Mar 3 - Mar 15, 2021",31.4,30.7 - 32.2
Symptoms of Anxiety Disorder,By State,Alabama,"Mar 3 - Mar 15, 2021",33.1,27.0 - 39.5
Symptoms of Anxiety Disorder,By State,Alaska,"Mar 3 - Mar 15, 2021",32.2,28.3 - 36.3
Symptoms of Anxiety Disorder,By State,Arizona,"Mar 3 - Mar 15, 2021",31.7,28.4 - 35.2
Symptoms of Anxiety Disorder,By State,Arkansas,"Mar 3 - Mar 15, 2021",39.2,33.1 - 45.5
Symptoms of Anxiety Disorder,By State,California,"Mar 3 - Mar 15, 2021",33.0,30.4 - 35.8
Symptoms of Anxiety Disorder,By State,Colorado,"Mar 3 - Mar 15, 2021",37.1,32.7 - 41.6
Symptoms of Anxiety Disorder,By State,Connecticut,"Mar 3 - Mar 15, 2021",27.9,23.9 - 32.3
Symptoms of Anxiety Disorder,By State,Delaware,"Mar 3 - Mar 15, 2021",28.4,22.7 - 34.6
Symptoms of Anxiety Disorder,By State,District of Columbia,"Mar 3 - Mar 15, 2021",35.3,29.1 - 41.8
Symptoms of Anxiety Disorder,By State,Florida,"Mar 3 - Mar 15, 2021",32.7,29.5 - 36.0
Symptoms of Anxiety Disorder,By State,Georgia,"Mar 3 - Mar 15, 2021",27.1,23.2 - 31.4
Symptoms of Anxiety Disorder,By State,Hawaii,"Mar 3 - Mar 15, 2021",26.8,19.8 - 34.8
Symptoms of Anxiety Disorder,By State,Idaho,"Mar 3 - Mar 15, 2021",30.9,27.1 - 34.9
Symptoms of Anxiety Disorder,By State,Illinois,"Mar 3 - Mar 15, 2021",30.0,26.3 - 33.9
Symptoms of Anxiety Disorder,By State,Indiana,"Mar 3 - Mar 15, 2021",29.2,25.9 - 32.7
Symptoms of Anxiety Disorder,By State,Iowa,"Mar 3 - Mar 15, 2021",27.2,23.2 - 31.6
Symptoms of Anxiety Disorder,By State,Kansas,"Mar 3 - Mar 15, 2021",29.4,25.2 - 33.9
Symptoms of Anxiety Disorder,By State,Kentucky,"Mar 3 - Mar 15, 2021",33.4,28.8 - 38.3
Symptoms of Anxiety Disorder,By State,Louisiana,"Mar 3 - Mar 15, 2021",35.7,29.8 - 41.9
Symptoms of Anxiety Disorder,By State,Maine,"Mar 3 - Mar 15, 2021",37.4,30.6 - 44.5
Symptoms of Anxiety Disorder,By State,Maryland,"Mar 3 - Mar 15, 2021",31.5,27.6 - 35.7
Symptoms of Anxiety Disorder,By State,Massachusetts,"Mar 3 - Mar 15, 2021",29.5,25.8 - 33.4
Symptoms of Anxiety Disorder,By State,Michigan,"Mar 3 - Mar 15, 2021",31.9,27.6 - 36.4
Symptoms of Anxiety Disorder,By State,Minnesota,"Mar 3 - Mar 15, 2021",26.8,22.7 - 31.1
Symptoms of Anxiety Disorder,By State,Mississippi,"Mar 3 - Mar 15, 2021",29.5,23.5 - 36.0
Symptoms of Anxiety Disorder,By State,Missouri,"Mar 3 - Mar 15, 2021",33.3,29.1 - 37.8
Symptoms of Anxiety Disorder,By State,Montana,"Mar 3 - Mar 15, 2021",26.7,22.1 - 31.8
Symptoms of Anxiety Disorder,By State,Nebraska,"Mar 3 - Mar 15, 2021",27.2,23.1 - 31.6
Symptoms of Anxiety Disorder,By State,Nevada,"Mar 3 - Mar 15, 2021",29.5,25.1 - 34.3
Symptoms of Anxiety Disorder,By State,New Hampshire,"Mar 3 - Mar 15, 2021",31.6,26.0 - 37.7
Symptoms of Anxiety Disorder,By State,New Jersey,"Mar 3 - Mar 15, 2021",31.5,27.7 - 35.5
Symptoms of Anxiety Disorder,By State,New Mexico,"Mar 3 - Mar 15, 2021",35.0,30.8 - 39.3
Symptoms of Anxiety Disorder,By State,New York,"Mar 3 - Mar 15, 2021",31.4,27.2 - 35.9
Symptoms of Anxiety Disorder,By State,North Carolina,"Mar 3 - Mar 15, 2021",30.1,25.4 - 35.2
Symptoms of Anxiety Disorder,By State,North Dakota,"Mar 3 - Mar 15, 2021",23.3,18.0 - 29.3
Symptoms of Anxiety Disorder,By State,Ohio,"Mar 3 - Mar 15, 2021",33.7,28.5 - 39.2
Symptoms of Anxiety Disorder,By State,Oklahoma,"Mar 3 - Mar 15, 2021",32.5,27.7 - 37.5
Symptoms of Anxiety Disorder,By State,Oregon,"Mar 3 - Mar 15, 2021",36.2,32.8 - 39.7
Symptoms of Anxiety Disorder,By State,Pennsylvania,"Mar 3 - Mar 15, 2021",33.1,29.2 - 37.3
Symptoms of Anxiety Disorder,By State,Rhode Island,"Mar 3 - Mar 15, 2021",34.4,29.3 - 39.7
Symptoms of Anxiety Disorder,By State,South Carolina,"Mar 3 - Mar 15, 2021",26.2,22.3 - 30.5
Symptoms of Anxiety Disorder,By State,South Dakota,"Mar 3 - Mar 15, 2021",21.1,17.0 - 25.7
Symptoms of Anxiety Disorder,By State,Tennessee,"Mar 3 - Mar 15, 2021",30.4,26.3 - 34.7
Symptoms of Anxiety Disorder,By State,Texas,"Mar 3 - Mar 15, 2021",30.8,28.0 - 33.7
Symptoms of Anxiety Disorder,By State,Utah,"Mar 3 - Mar 15, 2021",27.1,23.8 - 30.6
Symptoms of Anxiety Disorder,By State,Vermont,"Mar 3 - Mar 15, 2021",30.7,24.8 - 37.1
Symptoms of Anxiety Disorder,By State,Virginia,"Mar 3 - Mar 15, 2021",28.6,25.1 - 32.4
Symptoms of Anxiety Disorder,By State,Washington,"Mar 3 - Mar 15, 2021",32.5,29.4 - 35.7
Symptoms of Anxiety Disorder,By State,West Virginia,"Mar 3 - Mar 15, 2021",40.6,34.3 - 47.2
Symptoms of Anxiety Disorder,By State,Wisconsin,"Mar 3 - Mar 15, 2021",26.5,22.6 - 30.7
Symptoms of Anxiety Disorder,By State,Wyoming,"Mar 3 - Mar 15, 2021",31.9,27.5 - 36.6
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,"Mar 3 - Mar 15, 2021",36.9,36.2 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,"Mar 3 - Mar 15, 2021",38.1,31.8 - 44.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,"Mar 3 - Mar 15, 2021",35.6,31.6 - 39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,"Mar 3 - Mar 15, 2021",38.0,34.5 - 41.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,"Mar 3 - Mar 15, 2021",47.2,41.4 - 53.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,"Mar 3 - Mar 15, 2021",39.7,37.0 - 42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,"Mar 3 - Mar 15, 2021",42.3,37.9 - 46.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,"Mar 3 - Mar 15, 2021",33.3,29.2 - 37.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,"Mar 3 - Mar 15, 2021",32.4,26.7 - 38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,"Mar 3 - Mar 15, 2021",38.1,31.7 - 44.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,"Mar 3 - Mar 15, 2021",38.7,35.3 - 42.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,"Mar 3 - Mar 15, 2021",33.2,28.9 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,"Mar 3 - Mar 15, 2021",30.6,23.6 - 38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,"Mar 3 - Mar 15, 2021",34.9,30.7 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,"Mar 3 - Mar 15, 2021",35.4,31.6 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,"Mar 3 - Mar 15, 2021",32.8,28.9 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,"Mar 3 - Mar 15, 2021",33.3,28.7 - 38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,"Mar 3 - Mar 15, 2021",37.7,32.9 - 42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,"Mar 3 - Mar 15, 2021",39.7,35.0 - 44.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,"Mar 3 - Mar 15, 2021",41.0,35.2 - 47.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,"Mar 3 - Mar 15, 2021",41.5,34.4 - 48.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,"Mar 3 - Mar 15, 2021",36.8,32.5 - 41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,"Mar 3 - Mar 15, 2021",34.2,30.6 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,"Mar 3 - Mar 15, 2021",36.6,32.1 - 41.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,"Mar 3 - Mar 15, 2021",32.1,28.1 - 36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,"Mar 3 - Mar 15, 2021",37.0,30.6 - 43.8
